Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
Kuskokwim River Sonar,,,2024,07/24,Kuskokwim River Sonar,Chinook,1065,1065,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/03,Kuskokwim River Sonar,Chinook,840,840,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/04,Kuskokwim River Sonar,Chinook,1074,1074,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/05,Kuskokwim River Sonar,Chinook,2226,2226,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/06,Kuskokwim River Sonar,Chinook,2282,2282,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/07,Kuskokwim River Sonar,Chinook,1441,1441,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/08,Kuskokwim River Sonar,Chinook,1596,1596,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/09,Kuskokwim River Sonar,Chinook,2273,2273,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/10,Kuskokwim River Sonar,Chinook,2868,2868,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/11,Kuskokwim River Sonar,Chinook,3410,3410,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/12,Kuskokwim River Sonar,Chinook,3246,3246,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/13,Kuskokwim River Sonar,Chinook,2235,2235,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/14,Kuskokwim River Sonar,Chinook,5390,5390,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/15,Kuskokwim River Sonar,Chinook,3898,3898,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/16,Kuskokwim River Sonar,Chinook,4693,4693,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/17,Kuskokwim River Sonar,Chinook,2342,2342,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/18,Kuskokwim River Sonar,Chinook,1893,1893,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/19,Kuskokwim River Sonar,Chinook,1055,1055,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/20,Kuskokwim River Sonar,Chinook,134,134,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/21,Kuskokwim River Sonar,Chinook,1552,1552,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/22,Kuskokwim River Sonar,Chinook,1919,1919,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/23,Kuskokwim River Sonar,Chinook,1492,1492,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/24,Kuskokwim River Sonar,Chinook,611,611,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/25,Kuskokwim River Sonar,Chinook,7688,7688,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/26,Kuskokwim River Sonar,Chinook,4535,4535,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/27,Kuskokwim River Sonar,Chinook,1306,1306,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/28,Kuskokwim River Sonar,Chinook,2790,2790,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/29,Kuskokwim River Sonar,Chinook,2448,2448,Calculated,Sonar
Kuskokwim River Sonar,,,2025,06/30,Kuskokwim River Sonar,Chinook,5008,5008,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/01,Kuskokwim River Sonar,Chinook,4056,4056,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/02,Kuskokwim River Sonar,Chinook,2863,2863,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/03,Kuskokwim River Sonar,Chinook,2307,2307,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/04,Kuskokwim River Sonar,Chinook,2827,2827,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/05,Kuskokwim River Sonar,Chinook,1180,1180,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/06,Kuskokwim River Sonar,Chinook,2804,2804,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/07,Kuskokwim River Sonar,Chinook,1577,1577,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/08,Kuskokwim River Sonar,Chinook,5974,5974,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/09,Kuskokwim River Sonar,Chinook,6351,6351,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/10,Kuskokwim River Sonar,Chinook,4135,4135,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/11,Kuskokwim River Sonar,Chinook,2057,2057,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/12,Kuskokwim River Sonar,Chinook,2064,2064,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/13,Kuskokwim River Sonar,Chinook,411,411,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/14,Kuskokwim River Sonar,Chinook,2604,2604,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/15,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/16,Kuskokwim River Sonar,Chinook,671,671,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/17,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/18,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/19,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/20,Kuskokwim River Sonar,Chinook,602,602,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/21,Kuskokwim River Sonar,Chinook,2456,2456,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/22,Kuskokwim River Sonar,Chinook,1233,1233,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/23,Kuskokwim River Sonar,Chinook,748,748,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/26,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/27,Kuskokwim River Sonar,Chinook,509,509,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/28,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/29,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/30,Kuskokwim River Sonar,Chinook,818,818,Calculated,Sonar
Kuskokwim River Sonar,,,2025,07/31,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/01,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/02,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/03,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/04,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/05,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/06,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/07,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/08,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/09,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/10,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/11,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/12,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/13,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/14,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/15,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/16,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/17,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/18,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/19,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/20,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/21,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/23,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2025,08/26,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
